-0.025324,-0.624797,0.787879,-0.101467,-0.017466,-2.979504,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.708682,-6.604098,9.186179,8.000000,2.025324,-0.375203,0.212121,2.961720,-0.569044,0.332575,2.986720,-0.594044,0.357575,3.006720,-0.614044,0.377575,3.016720,-0.624044,0.387575,-1.683682,1746197314648.000000
-0.024342,-0.627067,0.788600,-0.109524,-0.014677,-2.977938,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.710247,-6.589708,9.196508,8.000000,2.024342,-0.372933,0.211400,2.960297,-0.565753,0.331530,2.985297,-0.590753,0.356530,3.005297,-0.610753,0.376530,3.015297,-0.620753,0.386530,-1.685247,1746197314748.000000
-0.024145,-0.628083,0.789095,-0.110250,-0.012499,-2.979687,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.708498,-6.605780,9.184970,8.000000,2.024145,-0.371917,0.210905,2.960010,-0.564280,0.330812,2.985010,-0.589280,0.355812,3.005010,-0.609280,0.375812,3.015010,-0.619280,0.385812,-1.683498,1746197314849.000000
-0.023472,-0.633685,0.789143,-0.107295,-0.011096,-2.980102,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.708083,-6.609594,9.182226,8.000000,2.023472,-0.366315,0.210857,2.959034,-0.556157,0.330743,2.984034,-0.581157,0.355743,3.004034,-0.601157,0.375743,3.014034,-0.611157,0.385743,-1.683083,1746197314949.000000
-0.023135,-0.638371,0.788279,-0.120148,-0.014598,-2.976379,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.711806,-6.575365,9.206768,8.000000,2.023135,-0.361629,0.211721,2.958545,-0.549362,0.331995,2.983545,-0.574362,0.356995,3.003545,-0.594362,0.376995,3.013545,-0.604362,0.386995,-1.686806,1746197315049.000000
-0.022764,-0.643399,0.787551,-0.127535,-0.011798,-2.976885,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.711300,-6.580019,9.203442,8.000000,2.022764,-0.356601,0.212449,2.958008,-0.542072,0.333051,2.983008,-0.567072,0.358051,3.003008,-0.587072,0.378051,3.013008,-0.597072,0.388051,-1.686300,1746197315149.000000
-0.022807,-0.648737,0.787133,-0.126030,-0.017993,-2.974906,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.713280,-6.561789,9.216449,8.000000,2.022807,-0.351263,0.212867,2.958070,-0.534331,0.333657,2.983070,-0.559331,0.358657,3.003070,-0.579331,0.378657,3.013070,-0.589331,0.388657,-1.688280,1746197315250.000000
-0.022744,-0.653556,0.787006,-0.121666,-0.014309,-2.975895,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.712290,-6.570903,9.209953,8.000000,2.022744,-0.346444,0.212994,2.957978,-0.527344,0.333841,2.982978,-0.552344,0.358841,3.002978,-0.572344,0.378841,3.012978,-0.582344,0.388841,-1.687290,1746197315350.000000
-0.022987,-0.658567,0.787322,-0.116433,-0.014231,-2.972834,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.715351,-6.542685,9.230020,8.000000,2.022987,-0.341433,0.212678,2.958331,-0.520078,0.333383,2.983331,-0.545078,0.358383,3.003331,-0.565078,0.378383,3.013331,-0.575078,0.388383,-1.690351,1746197315450.000000
-0.023450,-0.664226,0.786925,-0.110893,-0.008391,-2.971987,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.716199,-6.534860,9.235562,8.000000,2.023450,-0.335774,0.213075,2.959003,-0.511873,0.333959,2.984003,-0.536873,0.358959,3.004003,-0.556873,0.378959,3.014003,-0.566873,0.388959,-1.691199,1746197315551.000000
-0.023593,-0.670311,0.786819,-0.112476,-0.004439,-2.973438,2.000000,-1.000000,1.000000,1.620000,8.000000,-8.000000,8.000000,-1.714748,-6.548251,9.226072,8.000000,2.023593,-0.329689,0.213181,2.959210,-0.503049,0.334113,2.984210,-0.528049,0.359113,3.004210,-0.548049,0.379113,3.014210,-0.558049,0.389113,-1.689748,1746197315651.000000
